Year,m,d,Time,Time zone,Precipitation amount (mm),Maximum temperature (degC),Minimum temperature (degC)
2020,8,27,00:00,UTC,,13.9,6.1
2020,8,28,00:00,UTC,,15.9,1.1
2020,8,29,00:00,UTC,,17.3,4.4
2020,8,30,00:00,UTC,,17.9,5.2
2020,8,31,00:00,UTC,,15,4
2020,9,1,00:00,UTC,,17.7,1.2
2020,9,2,00:00,UTC,,18.9,4.8
2020,9,3,00:00,UTC,,18.4,7.5
2020,9,4,00:00,UTC,,18,13.7
2020,9,5,00:00,UTC,,16.1,12.7
2020,9,6,00:00,UTC,,16.5,10.3
2020,9,7,00:00,UTC,,16.4,9.4
2020,9,8,00:00,UTC,,14.5,9
2020,9,9,00:00,UTC,,15.1,8.4
2020,9,10,00:00,UTC,,13.2,7.6
2020,9,11,00:00,UTC,,13.5,2.2
2020,9,12,00:00,UTC,,10.9,6.1
2020,9,13,00:00,UTC,,13.9,5.6
2020,9,14,00:00,UTC,,14.9,2.8
2020,9,15,00:00,UTC,,11.6,3.3
2020,9,16,00:00,UTC,,7.4,4.2
2020,9,17,00:00,UTC,,11,3.7
2020,9,18,00:00,UTC,,14.5,3.2
2020,9,19,00:00,UTC,,11.8,4.4
2020,9,20,00:00,UTC,,9.5,-0.7
2020,9,21,00:00,UTC,,11.2,1.2
2020,9,22,00:00,UTC,,11.8,4.6
2020,9,23,00:00,UTC,,10,0.9
2020,9,24,00:00,UTC,,11,8.4
2020,9,25,00:00,UTC,,14.5,8.9
2020,9,26,00:00,UTC,,9.8,3.2
2020,9,27,00:00,UTC,,8.2,4.1
2020,9,28,00:00,UTC,,12,7.2
2020,9,29,00:00,UTC,,15.3,5.8
2020,9,30,00:00,UTC,,13.1,6.5
2020,10,1,00:00,UTC,,11.7,10.3
2020,10,2,00:00,UTC,,12.6,9.4
2020,10,3,00:00,UTC,,12.8,6.8
2020,10,4,00:00,UTC,,12,4.8
2020,10,5,00:00,UTC,,12.1,6.1
2020,10,6,00:00,UTC,,10.6,8.3
2020,10,7,00:00,UTC,,13.2,8.6
2020,10,8,00:00,UTC,,12,9.4
2020,10,9,00:00,UTC,,11.3,9.4
2020,10,10,00:00,UTC,,9.4,7.1
2020,10,11,00:00,UTC,,9.8,6.9
2020,10,12,00:00,UTC,,8.6,6
2020,10,13,00:00,UTC,,6,0.8
2020,10,14,00:00,UTC,,4,-1.7
2020,10,15,00:00,UTC,,4.9,-0.5
2020,10,16,00:00,UTC,,3.3,-0.6
2020,10,17,00:00,UTC,,4.2,0.7
2020,10,18,00:00,UTC,,1.3,-1.6
2020,10,19,00:00,UTC,,0.5,-2.1
2020,10,20,00:00,UTC,,-1.8,-4.3
2020,10,21,00:00,UTC,,-2.4,-4.8
2020,10,22,00:00,UTC,,0.1,-2.6
2020,10,23,00:00,UTC,,-0.1,-3.5
2020,10,24,00:00,UTC,,1.2,-4.4
2020,10,25,00:00,UTC,,0.2,-1.7
2020,10,26,00:00,UTC,,4.9,-1.6
2020,10,27,00:00,UTC,,8.6,4.1
2020,10,28,00:00,UTC,,7.1,3.8
2020,10,29,00:00,UTC,,7.5,4.3
2020,10,30,00:00,UTC,,4.3,-4.8
2020,10,31,00:00,UTC,,0,-7.7
2020,11,1,00:00,UTC,,7.1,-1.8
2020,11,2,00:00,UTC,,6.7,2.3
2020,11,3,00:00,UTC,,8.4,2
2020,11,4,00:00,UTC,,5.7,0.2
2020,11,5,00:00,UTC,,4.6,2.2
2020,11,6,00:00,UTC,,4.8,0.8
2020,11,7,00:00,UTC,,7.6,2.4
2020,11,8,00:00,UTC,,3.4,-4.4
2020,11,9,00:00,UTC,,4.1,-4.3
2020,11,10,00:00,UTC,,0.7,-6.5
2020,11,11,00:00,UTC,,1.1,-6.5
2020,11,12,00:00,UTC,,2.5,0.1
2020,11,13,00:00,UTC,,4.9,2.3
2020,11,14,00:00,UTC,,4.1,2
2020,11,15,00:00,UTC,,3.9,1.9
2020,11,16,00:00,UTC,,4.5,2.2
2020,11,17,00:00,UTC,,5.7,2.1
2020,11,18,00:00,UTC,,5.6,1.8
2020,11,19,00:00,UTC,,1.9,-3
2020,11,20,00:00,UTC,,0.9,-4.8
2020,11,21,00:00,UTC,,-0.6,-10.4
2020,11,22,00:00,UTC,,2.9,-0.7
2020,11,23,00:00,UTC,,1.9,-0.9
2020,11,24,00:00,UTC,,0.2,-8.5
2020,11,25,00:00,UTC,,-5.7,-10.4
2020,11,26,00:00,UTC,,-2.4,-5.7
2020,11,27,00:00,UTC,,-2.4,-10.6
2020,11,28,00:00,UTC,,-2.9,-6.4
2020,11,29,00:00,UTC,,-0.9,-4.8
2020,11,30,00:00,UTC,,-0.5,-1.9
2020,12,1,00:00,UTC,,0,-5.5
2020,12,2,00:00,UTC,,0.7,-13.6
2020,12,3,00:00,UTC,,1.9,-0.6
2020,12,4,00:00,UTC,,-0.6,-2.8
2020,12,5,00:00,UTC,,0.6,-1.9
2020,12,6,00:00,UTC,,1.8,0.3
2020,12,7,00:00,UTC,,2.9,1
2020,12,8,00:00,UTC,,1.6,-3.3
2020,12,9,00:00,UTC,,-1.8,-4
2020,12,10,00:00,UTC,,0.5,-3.6
2020,12,11,00:00,UTC,,-0.7,-4
2020,12,12,00:00,UTC,,-3.9,-8.9
2020,12,13,00:00,UTC,,-2.4,-6.6
2020,12,14,00:00,UTC,,-3.5,-5.5
2020,12,15,00:00,UTC,,-2.7,-5.2
2020,12,16,00:00,UTC,,-2.8,-6
2020,12,17,00:00,UTC,,-2.9,-16.8
2020,12,18,00:00,UTC,,-7.3,-19
2020,12,19,00:00,UTC,,-3.9,-7.3
2020,12,20,00:00,UTC,,3,-3.9
2020,12,21,00:00,UTC,,3.2,2.1
2020,12,22,00:00,UTC,,2.5,0.8
2020,12,23,00:00,UTC,,2,0.2
2020,12,24,00:00,UTC,,0.5,-4.3
2020,12,25,00:00,UTC,,-4.3,-9.3
2020,12,26,00:00,UTC,,-9.3,-16.4
2020,12,27,00:00,UTC,,-7.7,-16.3
2020,12,28,00:00,UTC,,-1.9,-7.7
2020,12,29,00:00,UTC,,-1.8,-3.5
2020,12,30,00:00,UTC,,-2.2,-7.3
2020,12,31,00:00,UTC,,0.6,-6.9
2021,1,1,00:00,UTC,,-1.2,-4.8
2021,1,2,00:00,UTC,,-4.7,-9.2
2021,1,3,00:00,UTC,,-7.4,-15.4
2021,1,4,00:00,UTC,,-15.3,-21
2021,1,5,00:00,UTC,,-8.6,-18
2021,1,6,00:00,UTC,,-7.9,-12.7
2021,1,7,00:00,UTC,,-11.5,-20.2
2021,1,8,00:00,UTC,,-7.5,-12.9
2021,1,9,00:00,UTC,,-8.7,-12.4
2021,1,10,00:00,UTC,,-11.5,-16.2
2021,1,11,00:00,UTC,,-8.9,-15
2021,1,12,00:00,UTC,,-11.1,-19.9
2021,1,13,00:00,UTC,,-19.8,-25.7
2021,1,14,00:00,UTC,,-24,-30.5
2021,1,15,00:00,UTC,,-14.1,-26.5
2021,1,16,00:00,UTC,,-2.2,-14.3
2021,1,17,00:00,UTC,,-7.1,-13.6
2021,1,18,00:00,UTC,,-7.8,-16
2021,1,19,00:00,UTC,,-7.7,-12.5
2021,1,20,00:00,UTC,,-12.3,-20.8
2021,1,21,00:00,UTC,,-12.9,-16.8
2021,1,22,00:00,UTC,,-11.3,-13.9
2021,1,23,00:00,UTC,,-10.5,-12.8
2021,1,24,00:00,UTC,,-9.8,-12.3
2021,1,25,00:00,UTC,,-9.7,-13
2021,1,26,00:00,UTC,,-2.2,-10.6
2021,1,27,00:00,UTC,,-3,-8.8
2021,1,28,00:00,UTC,,-7.4,-9.2
2021,1,29,00:00,UTC,,-7.2,-9.2
2021,1,30,00:00,UTC,,-9.2,-14.1
2021,1,31,00:00,UTC,,-10,-11.3
2021,2,1,00:00,UTC,,-11.1,-15.7
2021,2,2,00:00,UTC,,-13.7,-20.2
2021,2,3,00:00,UTC,,-9.3,-15.2
2021,2,4,00:00,UTC,,-5.4,-14.2
2021,2,5,00:00,UTC,,-7.1,-12.2
2021,2,6,00:00,UTC,,-6.5,-10.8
2021,2,7,00:00,UTC,,-7,-10.2
2021,2,8,00:00,UTC,,-8.8,-16.7
2021,2,9,00:00,UTC,,-15.7,-26
2021,2,10,00:00,UTC,,-16.6,-25.9
2021,2,11,00:00,UTC,,-13.8,-22.6
2021,2,12,00:00,UTC,,-11.4,-20.7
2021,2,13,00:00,UTC,,-8.2,-17.6
2021,2,14,00:00,UTC,,-9.6,-21
2021,2,15,00:00,UTC,,-1.3,-22.2
2021,2,16,00:00,UTC,,-3.8,-20.5
2021,2,17,00:00,UTC,,-15.5,-26.3
2021,2,18,00:00,UTC,,-12.9,-26.8
2021,2,19,00:00,UTC,,-11.1,-14.3
2021,2,20,00:00,UTC,,-11.9,-14.3
2021,2,21,00:00,UTC,,-12.6,-16
2021,2,22,00:00,UTC,,-13.9,-17.3
2021,2,23,00:00,UTC,,-12.3,-15.6
2021,2,24,00:00,UTC,,-7.8,-13
2021,2,25,00:00,UTC,,1.3,-7.8
2021,2,26,00:00,UTC,,2.4,-3.1
2021,2,27,00:00,UTC,,2.1,-8.8
2021,2,28,00:00,UTC,,2.9,-4.6
2021,3,1,00:00,UTC,,5.3,-1.8
2021,3,2,00:00,UTC,,2.6,-5.1
2021,3,3,00:00,UTC,,1.1,-5.5
2021,3,4,00:00,UTC,,-2.5,-12.7
2021,3,5,00:00,UTC,,-3.4,-16.5
2021,3,6,00:00,UTC,,-4.5,-14.6
2021,3,7,00:00,UTC,,-2.9,-8.6
2021,3,8,00:00,UTC,,-6.9,-19.3
2021,3,9,00:00,UTC,,-8.5,-16.9
2021,3,10,00:00,UTC,,-9.6,-27.2
2021,3,11,00:00,UTC,,-8.6,-16.8
2021,3,12,00:00,UTC,,-5.1,-9.4
2021,3,13,00:00,UTC,,-2.6,-7.4
2021,3,14,00:00,UTC,,-0.6,-5.3
2021,3,15,00:00,UTC,,1.9,-7
2021,3,16,00:00,UTC,,1,-4.2
2021,3,17,00:00,UTC,,-2.7,-14.2
2021,3,18,00:00,UTC,,-1.1,-18
2021,3,19,00:00,UTC,,-5,-19
2021,3,20,00:00,UTC,,2.8,-6.3
2021,3,21,00:00,UTC,,1.3,-3.1
2021,3,22,00:00,UTC,,0.9,-14.7
2021,3,23,00:00,UTC,,8.4,-5
2021,3,24,00:00,UTC,,7.5,-2.3
2021,3,25,00:00,UTC,,6.7,0.8
2021,3,26,00:00,UTC,,7.8,-7.8
2021,3,27,00:00,UTC,,5.2,-0.6
2021,3,28,00:00,UTC,,4.6,2.3
2021,3,29,00:00,UTC,,2.6,0.2
2021,3,30,00:00,UTC,,5.3,0.2
2021,3,31,00:00,UTC,,7.4,-3.1
2021,4,1,00:00,UTC,,6.4,-0.3
2021,4,2,00:00,UTC,,5,-2.9
2021,4,3,00:00,UTC,,6,-4.9
2021,4,4,00:00,UTC,,5.2,-1.3
2021,4,5,00:00,UTC,,2.8,0.3
2021,4,6,00:00,UTC,,1.8,-1.2
2021,4,7,00:00,UTC,,5.5,-1.2
2021,4,8,00:00,UTC,,5.4,-5.3
2021,4,9,00:00,UTC,,3.4,-8.3
2021,4,10,00:00,UTC,,1.3,-1
2021,4,11,00:00,UTC,,6.8,-5
2021,4,12,00:00,UTC,,5.2,-4
2021,4,13,00:00,UTC,,2.1,0.1
2021,4,14,00:00,UTC,,6.8,-2.8
2021,4,15,00:00,UTC,,10,-4.9
2021,4,16,00:00,UTC,,12.3,-2.7
2021,4,17,00:00,UTC,,14.3,-3.1
2021,4,18,00:00,UTC,,14.8,-2.3
2021,4,19,00:00,UTC,,15.4,-2.9
2021,4,20,00:00,UTC,,14.9,-2.9
2021,4,21,00:00,UTC,,11.8,-0.2
2021,4,22,00:00,UTC,,9.4,-1.8
2021,4,23,00:00,UTC,,4.9,0.1
2021,4,24,00:00,UTC,,1.8,-1.5
2021,4,25,00:00,UTC,,3.4,0
2021,4,26,00:00,UTC,,6.2,-2.3
2021,4,27,00:00,UTC,,5.6,-0.5
2021,4,28,00:00,UTC,,4.5,-3.1
2021,4,29,00:00,UTC,,5,-2.5
2021,4,30,00:00,UTC,,3.6,-2.5
2021,5,1,00:00,UTC,,5.6,-5.6
2021,5,2,00:00,UTC,,6.3,-5.7
2021,5,3,00:00,UTC,,7.7,-3.9
2021,5,4,00:00,UTC,,8.3,-1.2
2021,5,5,00:00,UTC,,5.2,-0.7
2021,5,6,00:00,UTC,,4.5,-1.9
2021,5,7,00:00,UTC,,2.4,-1.5
2021,5,8,00:00,UTC,,6,-0.9
2021,5,9,00:00,UTC,,10.1,-3.4
2021,5,10,00:00,UTC,,8.4,1.2
2021,5,11,00:00,UTC,,8.7,4.6
2021,5,12,00:00,UTC,,16.3,5.1
2021,5,13,00:00,UTC,,24.7,4.6
2021,5,14,00:00,UTC,,14.5,4.5
2021,5,15,00:00,UTC,,11.5,4
2021,5,16,00:00,UTC,,16.5,5.3
2021,5,17,00:00,UTC,,21.3,7.7
2021,5,18,00:00,UTC,,15.5,10.8
2021,5,19,00:00,UTC,,13.2,4.7
2021,5,20,00:00,UTC,,9.1,6
2021,5,21,00:00,UTC,,6,2.7
2021,5,22,00:00,UTC,,4.7,2.1
2021,5,23,00:00,UTC,,6.6,0.6
2021,5,24,00:00,UTC,,7.1,2.9
2021,5,25,00:00,UTC,,10.9,4.2
2021,5,26,00:00,UTC,,13.3,5.6
2021,5,27,00:00,UTC,,14.2,3.2
2021,5,28,00:00,UTC,,10.7,1.6
2021,5,29,00:00,UTC,,12.3,2.6
2021,5,30,00:00,UTC,,18.7,3.4
2021,5,31,00:00,UTC,,17.8,7.8
2021,6,1,00:00,UTC,,20.6,9.2
2021,6,2,00:00,UTC,,25.2,8.5
2021,6,3,00:00,UTC,,23.7,11.1
2021,6,4,00:00,UTC,,25.1,12.9
2021,6,5,00:00,UTC,,25.5,12.8
2021,6,6,00:00,UTC,,22.3,11.2
2021,6,7,00:00,UTC,,23.9,11.2
2021,6,8,00:00,UTC,,22.5,11.9
2021,6,9,00:00,UTC,,24.6,7.3
2021,6,10,00:00,UTC,,25.7,13.7
2021,6,11,00:00,UTC,,24.8,14.3
2021,6,12,00:00,UTC,,23.5,14.9
2021,6,13,00:00,UTC,,18.2,11.1
2021,6,14,00:00,UTC,,16.8,7.8
2021,6,15,00:00,UTC,,15.5,9.5
2021,6,16,00:00,UTC,,14.8,6.2
2021,6,17,00:00,UTC,,16.8,5.2
2021,6,18,00:00,UTC,,14.1,11.3
2021,6,19,00:00,UTC,,19.6,9.4
2021,6,20,00:00,UTC,,15.2,10.1
2021,6,21,00:00,UTC,,20.4,12.1
2021,6,22,00:00,UTC,,19.8,13.5
2021,6,23,00:00,UTC,,16.6,10.1
2021,6,24,00:00,UTC,,23.2,12.9
2021,6,25,00:00,UTC,,24.6,12.8
2021,6,26,00:00,UTC,,21.4,11.7
2021,6,27,00:00,UTC,,21,12.6
2021,6,28,00:00,UTC,,22.9,11.4
2021,6,29,00:00,UTC,,22.2,11.3
2021,6,30,00:00,UTC,,19.4,11.1
2021,7,1,00:00,UTC,,23.7,8.7
2021,7,2,00:00,UTC,,26.9,12.3
2021,7,3,00:00,UTC,,29.7,15.1
2021,7,4,00:00,UTC,,30.6,16.7
2021,7,5,00:00,UTC,,29.8,17.1
2021,7,6,00:00,UTC,,30.8,17.9
2021,7,7,00:00,UTC,,26.9,19.6
2021,7,8,00:00,UTC,,23.9,15.6
2021,7,9,00:00,UTC,,26.4,13.3
2021,7,10,00:00,UTC,,28.5,14.3
2021,7,11,00:00,UTC,,29.7,18.9
2021,7,12,00:00,UTC,,25.6,18.1
2021,7,13,00:00,UTC,,27.1,16.1
2021,7,14,00:00,UTC,,24.9,16.7
2021,7,15,00:00,UTC,,23.9,15.5
2021,7,16,00:00,UTC,,23.4,11.4
2021,7,17,00:00,UTC,,23.4,11.1
2021,7,18,00:00,UTC,,19.5,12.4
2021,7,19,00:00,UTC,,17.9,8.9
2021,7,20,00:00,UTC,,15.7,8.2
2021,7,21,00:00,UTC,,15.7,4.1
